vit_dima806,swin_umm_maybe,swin_sdxl,vit_prithiv_v2,dual_stream_freq,label_is_ai,majority_pred
0.001004158053547144,0.7563579082489014,3.7829036614311917e-07,0.8886248469352722,0.3703167736530304,0,0
0.001183483749628067,0.6285930871963501,3.808832116192207e-05,0.802563488483429,0.9313331246376038,0,1
0.860163688659668,0.00880573783069849,0.0001475179597036913,0.5975606441497803,0.354407399892807,1,0
0.0011225834023207426,0.5714926719665527,0.00021795839711558074,0.6078248023986816,0.1819046139717102,0,0
0.043806202709674835,0.7900781631469727,1.9952268814904528e-07,0.45875075459480286,0.1671343892812729,0,0
0.999614953994751,0.713234543800354,4.847963168685965e-07,0.08616994321346283,0.34651437401771545,1,0
0.998637855052948,0.21671012043952942,0.9582405090332031,0.10770849883556366,0.2616814076900482,1,0
0.9996386766433716,0.3033093810081482,9.862714023256558e-07,0.11230386048555374,0.1275172084569931,1,0
0.005756983999162912,0.0814114660024643,0.9924578666687012,0.6990666389465332,0.01864808425307274,1,0
0.0017680807504802942,0.6371783018112183,5.46504306839779e-05,0.8158089518547058,0.13091903924942017,0,0
0.9993321299552917,0.3364895284175873,0.03568841144442558,0.07231087237596512,0.03760168328881264,1,0
0.06178940460085869,0.030217856168746948,0.0007370540988631546,0.827928364276886,0.695952296257019,0,0
0.9994818568229675,0.040959831327199936,6.205596592145923e-10,0.11013025790452957,0.25667473673820496,1,0
0.9983742237091064,0.46637552976608276,1.3255950781498882e-09,0.16859576106071472,0.4907340705394745,1,0
0.0006363755674101412,0.44843706488609314,0.06909843534231186,0.8596770167350769,0.16704383492469788,0,0
0.012751298025250435,0.28704634308815,0.060369737446308136,0.7432731986045837,0.7624377012252808,0,0
0.0005138678243383765,0.6115097999572754,0.0002013494522543624,0.8811414241790771,0.4814968407154083,0,0
0.05386500060558319,0.15996427834033966,0.10331129282712936,0.6934630274772644,0.05234554037451744,1,0
0.13891378045082092,0.22129137814044952,0.12797822058200836,0.5317038893699646,0.04879800230264664,1,0
0.0013594712363556027,0.7711617350578308,1.2619399285540567e-06,0.8406249284744263,0.1401500552892685,0,0
0.0007806724170222878,0.8949804306030273,0.000599979714024812,0.8554295897483826,0.16424697637557983,0,0
0.528734564781189,0.0177389495074749,0.9998680353164673,0.5571284890174866,0.033060360699892044,1,1
0.025027332827448845,0.03980205953121185,0.0006796732195653021,0.5530257225036621,0.015764698386192322,1,0
0.0037022510077804327,0.15743625164031982,4.598622763296589e-05,0.8360291719436646,0.9702882766723633,0,0
0.9995256662368774,0.44435781240463257,3.0924758220862714e-07,0.08745499700307846,0.8632494807243347,1,0
0.9994490742683411,0.5435649752616882,2.5509996248729294e-07,0.10282915085554123,0.02227984368801117,1,0
0.00226661772467196,0.23020285367965698,0.006505912635475397,0.6810633540153503,0.013759955763816833,1,0
0.9247694611549377,0.27068963646888733,0.9906226992607117,0.16237139701843262,0.12064838409423828,0,0
0.13947176933288574,0.352178156375885,0.9998983144760132,0.5980903506278992,0.5312415957450867,1,1
0.0010389798553660512,0.5400745868682861,2.5365363853779854e-07,0.7678603529930115,0.044363874942064285,0,0
0.0006084498600102961,0.20406366884708405,2.5308483486696787e-07,0.8180648684501648,0.12018531560897827,0,0
0.027430934831500053,0.9563911557197571,0.02610401250422001,0.7533533573150635,0.6399573087692261,0,1
0.9990812540054321,0.44086527824401855,3.407836629776284e-05,0.56879061460495,0.5636215806007385,1,1
0.10275932401418686,0.13277164101600647,0.9971914887428284,0.5501226782798767,0.12298718839883804,1,0
0.0008303314680233598,0.6248979568481445,0.013905150815844536,0.865866482257843,0.07903995364904404,0,0
0.05033519119024277,0.5203193426132202,0.9988036155700684,0.6188982725143433,0.02539658732712269,1,1
0.0011282009072601795,0.6216315627098083,0.0001229381887242198,0.5520395636558533,0.020182207226753235,0,0
0.907375156879425,0.9048332571983337,2.1740618194598937e-09,0.33176785707473755,0.47487398982048035,0,0
0.0022218525409698486,0.5738368630409241,7.388025125010245e-08,0.8261408805847168,0.48489198088645935,0,0
0.0008288673707284033,0.14349736273288727,0.005195900797843933,0.8695240616798401,0.4149775803089142,0,0
0.0004669199406635016,0.21334512531757355,9.247154366676114e-07,0.8212217688560486,0.28291240334510803,0,0
0.9994968175888062,0.03781647980213165,0.0016923347720876336,0.0789659395813942,0.5521376729011536,1,0
0.9992196559906006,0.026104677468538284,3.8890257201273926e-06,0.10121440142393112,0.09939822554588318,1,0
0.9994822144508362,0.0009551575058139861,6.700295784867194e-07,0.09553022682666779,0.22179758548736572,1,0
0.001618421170860529,0.3225418031215668,1.2755526768160053e-05,0.7698350548744202,0.5209235548973083,0,0
0.9992221593856812,0.11001843214035034,0.00030875694938004017,0.1092175841331482,0.10786330699920654,1,0
0.0006219930364750326,0.7048957943916321,1.6049249325078563e-06,0.8152535557746887,0.2487739473581314,0,0
0.30643779039382935,0.0091599365696311,0.6598923206329346,0.5860381126403809,0.1414562314748764,1,0
0.02096143178641796,0.5658932328224182,7.95326855040912e-07,0.2934461236000061,0.03438276797533035,0,0
0.12189112603664398,0.22768494486808777,0.9827545285224915,0.5570313334465027,0.051917072385549545,1,0
0.000699382449965924,0.2557544708251953,1.1054228707507718e-05,0.879264771938324,0.3841657042503357,0,0
0.0010696571553125978,0.8681051135063171,0.0015918321441859007,0.8129139542579651,0.18085458874702454,0,0
0.9994866847991943,0.771051287651062,0.00030485037132166326,0.14131328463554382,0.8838921189308167,1,1
0.13373330235481262,0.3313007652759552,0.20172657072544098,0.6438093781471252,0.0015517259016633034,1,0
0.002264914568513632,0.4556986689567566,2.0085259677671274e-07,0.8138524293899536,0.3481205403804779,0,0
0.999165415763855,0.24618403613567352,8.595819736001431e-07,0.839659571647644,0.11353820562362671,1,0
0.026781508699059486,0.13074991106987,0.9999246597290039,0.6562981009483337,0.007630819920450449,1,0
0.9969600439071655,0.5016199350357056,0.00023932514886837453,0.14015693962574005,0.01982264220714569,1,0
0.999612033367157,0.23471082746982574,2.0407894041341024e-08,0.07536967843770981,0.9869862198829651,1,0
0.9995355606079102,0.23506949841976166,0.0016161059029400349,0.09324530512094498,0.043776851147413254,1,0
0.0005630978266708553,0.355368435382843,3.2354932955058757e-06,0.7713965177536011,0.045948807150125504,0,0
0.0005827078130096197,0.0679825097322464,0.0001544455299153924,0.9097834229469299,0.6945064067840576,0,0
0.0008000561501830816,0.33571112155914307,2.9782445380988065e-06,0.7770472168922424,0.8277922868728638,0,0
0.002415184397250414,0.8020337224006653,2.8828098947997205e-05,0.8135700821876526,0.5026130080223083,0,1
0.004121305886656046,0.058636099100112915,0.9038734436035156,0.8503097891807556,0.70098477602005,0,1
0.0011439676163718104,0.5865598320960999,1.558116622391026e-07,0.8418346643447876,0.5097585916519165,0,1
0.0016025109216570854,0.20644070208072662,0.0002565791946835816,0.8085559010505676,0.10699838399887085,0,0
0.0006804035510867834,0.16559772193431854,1.0242441931040958e-05,0.8887073397636414,0.2801526188850403,0,0
0.9996446371078491,0.07140250504016876,0.027581293135881424,0.06695597618818283,0.7428130507469177,1,0
0.4773741066455841,0.8674222230911255,0.9982550740242004,0.6445644497871399,0.01594625413417816,0,1
0.004041826352477074,0.5185690522193909,1.069986592483474e-05,0.795924723148346,0.7203760743141174,0,1
0.0010791729437187314,0.41186654567718506,0.0046135298907756805,0.7351600527763367,0.9831367135047913,0,0
0.9993817806243896,0.27486738562583923,2.5651516466496105e-07,0.0788840651512146,0.09164025634527206,1,0
0.004184747114777565,0.5978806018829346,5.572059762926074e-06,0.8823235034942627,0.8451333045959473,0,1
0.263130247592926,0.1105741485953331,0.12806737422943115,0.554158091545105,0.11302099376916885,1,0
0.0016246723243966699,0.10276642441749573,8.487761604669686e-09,0.7712342739105225,0.055327508598566055,0,0
